SUID,annotation name,annotations,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Ensembl Gene ID,Ensembl Protein ID,Entrez Gene ID,gene name,log score,name,node type,Radiality unDir,RefSeq mRNA ID,RefSeq Protein ID,score,selected,shared name,Stress unDir,Synonym,Uniprot ID
626,a,GO:0043240,451.9727065,4.801786111,-62,0.002409639,61,0.333333333,0.085790146,ENSG00000158169,ENSP00000406908,2176,FANCC,-3.385859168,H__sapiens__2_-Hs:719575,result,2.21888412,NM_001243743,NP_001230673,0.033848548,FALSE,H__sapiens__2_-Hs:719575,5634,FACC,Q00597
627,a,GO:0043240|GO:0007005|GO:0000075|GO:0003684,161.3998769,1.93351205,-71,0.002352941,65,0.333333333,0.083826591,ENSG00000221829,ENSP00000412793,2189,FANCG,-3.363410217,H__sapiens__2_-Hs:734991,result,2.175965665,NM_004629,NP_004620,0.034617006,FALSE,H__sapiens__2_-Hs:734991,2494,XRCC9,O15287
629,a,GO:0006260|GO:0008408|GO:0071214|GO:0090305|GO:0019901|GO:0000075|GO:0000077|GO:0004527|GO:0009314|GO:0071479|GO:0031570|GO:0004518|GO:0042826|GO:0010212|GO:0071478,155.070009,3.381778702,-80,0.002304147,48,0.333333333,0.06061565,ENSG00000172613,ENSP00000445137,5883,RAD9A,-3.567463469,H__sapiens__2_-Hs:722785,result,2.137339056,NM_004584,NP_004575,0.028227363,FALSE,H__sapiens__2_-Hs:722785,1738,RAD9,RAD9A_HUMAN
630,a,GO:1902403|GO:0000781|GO:0000226|GO:0097193|GO:0007569|GO:1901991|GO:0007346|GO:0000086|GO:0000075|GO:0044389|GO:0008630|GO:0044839|GO:0008156|GO:0072401|GO:0007568|GO:0004674|GO:1902402|GO:0031647|GO:0031625|GO:0042176|GO:0072422|GO:1901990|GO:0031570|GO:0042770|GO:0010948|GO:0006260|GO:0010608|GO:0050821|GO:0044774|GO:0072395|GO:0016604|GO:0051053|GO:0019901|GO:0000077|GO:0006302|GO:1901987|GO:0006275|GO:0046777|GO:0007067|GO:0000280|GO:0007093|GO:0016605|GO:0048285|GO:0051052|GO:1901988|GO:0072413|GO:0044773|GO:0090399,294.5270602,3.118286682,-64,0.002403846,69,0.333333333,0.091378129,ENSG00000183765,ENSP00000442458,11200,CHEK2,-0.34702614,H__sapiens__2_-Hs:725112,query,2.214592275,NM_145862,NP_665861,0.706786852,FALSE,H__sapiens__2_-Hs:725112,3532,RAD53,O96017
632,a,GO:0006260|GO:0008408|GO:0071214|GO:0048610|GO:0090305|GO:0000075|GO:0000077|GO:0004527|GO:0009314|GO:0022403|GO:0071479|GO:0031570|GO:0004518|GO:0003684|GO:0071478|GO:0010212,120.3247021,3.365993476,-87,0.002252252,43,0.333333333,0.062680004,ENSG00000113456,ENSP00000423253,5810,RAD1,-3.635200484,H__sapiens__2_-Hs:713500,result,2.094420601,NM_002853,NP_002844,0.026378645,FALSE,H__sapiens__2_-Hs:713500,1502,REC1,RAD1_HUMAN
633,a,GO:0070201|GO:0046825|GO:0051223|GO:0060249|GO:0032386|GO:0046982|GO:0051169|GO:0042176|GO:0016879|GO:0051168|GO:0019787|GO:0045732|GO:0033157|GO:0006913|GO:0016881|GO:0043068|GO:0046822|GO:0009896|GO:0007050|GO:0043065|GO:0004842|GO:0000209|GO:0010942|GO:0006611|GO:0045786,721.2660512,2.626339772,-31,0.002610966,120,0.5,0.135834609,ENSG00000138376,ENSP00000412186,580,BARD1,-0.188238345,H__sapiens__2_-Hs:717004,query,2.356223176,NM_001282548,NP_001269478,0.828417234,FALSE,H__sapiens__2_-Hs:717004,8856,,Q99728
635,a,GO:0070035|GO:0000725|GO:0000781|GO:0007131|GO:0000724|GO:0090305|GO:0035825|GO:0060249|GO:0004536|GO:0008094|GO:0000018|GO:0031952|GO:0000228|GO:0071103|GO:0006260|GO:0008408|GO:0004386|GO:0006310|GO:0006302|GO:0010833|GO:0016887|GO:0006278|GO:0048285|GO:0044454|GO:0048610|GO:0006312|GO:0032508|GO:0000784|GO:0000723|GO:0032392|GO:0031954|GO:0007127|GO:0007126|GO:0000737|GO:0006308|GO:0003678|GO:0032200|GO:0035861|GO:0042623|GO:0046777|GO:0004527|GO:0007004|GO:0000280|GO:0008026|GO:0051052|GO:0004003|GO:0004520|GO:0004518|GO:0051321,67.61182461,2.261057552,-99,0.002178649,34,0.333333333,0.043368494,ENSG00000113522,ENSP00000431225,10111,RAD50,-2.889012769,H__sapiens__2_-Hs:713506,result,2.030042918,NM_005732,NP_005723,0.055631106,FALSE,H__sapiens__2_-Hs:713506,974,RAD50-2,RAD50_HUMAN
637,a,GO:0000725|GO:0090305|GO:0000724|GO:0006310|GO:0000738|GO:0000075|GO:0000077|GO:0006302|GO:0004536|GO:0031572|GO:0000726|GO:0000737|GO:0004520|GO:0006308|GO:0031570|GO:0004518|GO:0003684|GO:0001085,361.7135475,3.102771112,-53,0.002463054,78,0.333333333,0.104535171,ENSG00000101773,ENSP00000477396,5932,RBBP8,-3.668647529,H__sapiens__2_-Hs:711864,result,2.25751073,NM_203292,NP_976037,0.025510949,FALSE,H__sapiens__2_-Hs:711864,4716,SCKL2,Q99708
640,a,GO:0070613|GO:0048011|GO:0072331|GO:0061136|GO:1901991|GO:0008270|GO:0045931|GO:0071156|GO:0032434|GO:0044389|GO:0031648|GO:1902400|GO:1902402|GO:0031625|GO:0038093|GO:0044344|GO:0031570|GO:2001021|GO:0010948|GO:0018205|GO:0008543|GO:0032436|GO:0045732|GO:0030330|GO:0044774|GO:1901800|GO:2001020|GO:0000077|GO:1901987|GO:0001666|GO:0007050|GO:0038127|GO:0071774|GO:0071158|GO:1902532|GO:0006977|GO:0036294|GO:0010498|GO:1901988|GO:0045862|GO:0072431|GO:0045786|GO:0042787|GO:1902403|GO:0030162|GO:0043516|GO:0044783|GO:0009636|GO:0071453|GO:0007346|GO:0000075|GO:0070482|GO:0031331|GO:0072401|GO:0038095|GO:0031647|GO:0090068|GO:0031571|GO:1901796|GO:0042176|GO:0072422|GO:0071157|GO:1901990|GO:0007173|GO:0043161|GO:0016879|GO:0042770|GO:0000082|GO:0019787|GO:0071456|GO:0010608|GO:2000045|GO:0038179|GO:0072395|GO:0016604|GO:0048015|GO:0010954|GO:0016881|GO:0002768|GO:0009896|GO:0045787|GO:0034504|GO:0080135|GO:0007093|GO:0004842|GO:0048017|GO:2000134|GO:0072413|GO:0002039|GO:0044773|GO:0036293|GO:0044819,660.7488162,3.667821704,-44,0.002525253,90,0.333333333,0.106738347,ENSG00000135679,ENSP00000445222,4193,MDM2,-3.353773339,H__sapiens__2_-Hs:716467,result,2.300429185,NM_002392,NP_002383,0.034952218,FALSE,H__sapiens__2_-Hs:716467,7092,MGC5370,Q00987
642,a,GO:0000725|GO:0006282|GO:0000781|GO:0035861|GO:0000724|GO:0006310|GO:2001020|GO:0000075|GO:0000077|GO:0006302|GO:0080135|GO:0009314|GO:0065004|GO:0051052|GO:0071824|GO:0051054|GO:2001022|GO:0031570|GO:0071103|GO:0045739|GO:0010212,336.4459328,2.795693222,-60,0.002415459,76,0.333333333,0.095773926,ENSG00000188486,ENSP00000434024,3014,H2AFX,-3.722582261,H__sapiens__2_-Hs:726315,result,2.223175966,NM_002105,NP_002096,0.02417147,FALSE,H__sapiens__2_-Hs:726315,4062,H2AX,P16104
646,a,GO:0071214|GO:0032874|GO:0072593|GO:0046330|GO:2000379|GO:0051403|GO:0031098|GO:0009314|GO:0032872|GO:0070302|GO:0071479|GO:0042770|GO:0071902|GO:0071260|GO:0071478|GO:0000185|GO:0043410|GO:0071900|GO:0043068|GO:0046328|GO:0007254|GO:0043065|GO:0080135|GO:0000079|GO:2000377|GO:0071496|GO:0010942|GO:0070304|GO:0032147|GO:0010212|GO:0009612,295.3942668,4.129270998,-67,0.002386635,57,0.333333333,0.073378766,ENSG00000116717,ENSP00000360025,1647,GADD45A,-3.82695716,H__sapiens__2_-Hs:713921,result,2.201716738,NM_001924,NP_001915,0.021775775,FALSE,H__sapiens__2_-Hs:713921,3324,GADD45,P24522
647,a,GO:0006260|GO:0009314|GO:0071214|GO:0071479|GO:0000075|GO:0000077|GO:0031570|GO:0071478|GO:0010212,104.4822993,3.482736803,-85,0.002272727,38,0.333333333,0.056459177,ENSG00000136273,ENSP00000416588,3364,HUS1,-3.646144469,H__sapiens__2_-Hs:716592,result,2.111587983,NM_004507,NP_004498,0.026091532,FALSE,H__sapiens__2_-Hs:716592,1264,,O60921
649,a,GO:0004857|GO:0048011|GO:0071214|GO:0072331|GO:0019210|GO:0072593|GO:1901991|GO:0048144|GO:0071156|GO:0000086|GO:2000379|GO:0044839|GO:0016049|GO:1902400|GO:1902402|GO:0019887|GO:0008047|GO:0071479|GO:0045936|GO:0038093|GO:0019207|GO:0019209|GO:0044344|GO:0031570|GO:0010948|GO:0008543|GO:0030330|GO:0044774|GO:0000077|GO:1901987|GO:0030295|GO:0007050|GO:0030308|GO:0038127|GO:0071774|GO:0071158|GO:0009991|GO:0006977|GO:1901988|GO:0040008|GO:0048146|GO:0072431|GO:0045786|GO:0000307|GO:1902403|GO:0097193|GO:0044783|GO:0007569|GO:0007346|GO:0000075|GO:0045926|GO:0016538|GO:0072401|GO:0031668|GO:0048145|GO:0007568|GO:0038095|GO:0009314|GO:0090068|GO:0031571|GO:0004860|GO:0072422|GO:1901990|GO:0007173|GO:0042326|GO:0042770|GO:0000082|GO:0071478|GO:0090398|GO:2000045|GO:0038179|GO:0001558|GO:0071900|GO:0072395|GO:0048015|GO:0002768|GO:0007093|GO:0000079|GO:2000377|GO:0048017|GO:0071496|GO:0010563|GO:2000134|GO:0072413|GO:0044773|GO:0030291|GO:0044819|GO:0010212,731.229234,3.053969411,-40,0.00255102,103,0.333333333,0.111276501,ENSG00000124762,ENSP00000409259,1026,CDKN1A,-3.889502259,H__sapiens__2_-Hs:714899,result,2.317596567,NM_078467,NP_510867,0.020455525,FALSE,H__sapiens__2_-Hs:714899,8062,WAF1,P38936
650,a,GO:0006260|GO:0032606|GO:0008408|GO:0090305|GO:0006310|GO:0000738|GO:0003697|GO:0032479|GO:0004536|GO:0032481|GO:0004527|GO:0006298|GO:0043566|GO:0032404|GO:0006308|GO:0004518|GO:0001819|GO:0005635,19.31854591,5.142613249,-125,0.00204918,12,0.333333333,0.014577824,ENSG00000213689,ENSP00000415972,11277,TREX1,-3.631505095,H__sapiens__2_-Hs:732760,result,1.905579399,NM_033629,NP_338599,0.026476305,FALSE,H__sapiens__2_-Hs:732760,172,DRN3,TREX1_HUMAN
653,a,GO:0000725|GO:0022616|GO:0006312|GO:0000724|GO:0044349|GO:0000718|GO:0000723|GO:0060249|GO:0043601|GO:0032993|GO:0006261|GO:0030894|GO:0006308|GO:0000228|GO:0000082|GO:0006260|GO:0032200|GO:0006283|GO:0016604|GO:0006310|GO:0044786|GO:0006289|GO:0006302|GO:0010833|GO:0033260|GO:0043596|GO:0016605|GO:0065004|GO:0032201|GO:0071824|GO:0044454|GO:0000722|GO:0006271|GO:0005657|GO:0006297,367.9586124,2.622110819,-53,0.002469136,85,0.333333333,0.110066044,ENSG00000132383,ENSP00000461733,6117,RPA1,-3.937578597,H__sapiens__2_-Hs:715910,result,2.261802575,NM_002945,NP_002936,0.019495364,FALSE,H__sapiens__2_-Hs:715910,5716,RPA70,RFA1_HUMAN
654,a,GO:0000725|GO:0044774|GO:0000724|GO:0008022|GO:0006310|GO:0007346|GO:1901991|GO:0000075|GO:0000077|GO:0006302|GO:0005925|GO:1901987|GO:0005924|GO:0007093|GO:0030055|GO:1901990|GO:1901988|GO:0031570|GO:0010948|GO:0044773,81.95375672,2.823105922,-92,0.002232143,37,0.333333333,0.050419491,ENSG00000237095,ENSP00000450037,9656,MDC1,-3.76423018,H__sapiens__2_-Hs:716799,result,2.077253219,NM_014641,NP_055456,0.023185454,FALSE,H__sapiens__2_-Hs:716799,1080,NFBD1,Q14676
656,a,GO:0000725|GO:0022616|GO:0006312|GO:0000724|GO:0044349|GO:0000718|GO:0000723|GO:0060249|GO:0043601|GO:0032993|GO:0006261|GO:0030894|GO:0006308|GO:0000228|GO:0000082|GO:0006260|GO:0032200|GO:0006283|GO:0006310|GO:0044786|GO:0006289|GO:0006302|GO:0003697|GO:0010833|GO:0033260|GO:0043596|GO:0065004|GO:0032201|GO:0071824|GO:0043566|GO:0044454|GO:0000722|GO:0006271|GO:0005657|GO:0006297,583.6909471,3.284714286,-49,0.002493766,90,0.333333333,0.108907656,ENSG00000106399,ENSP00000385383,6119,RPA3,-3.970045921,H__sapiens__2_-Hs:712602,result,2.278969957,NM_002947,NP_002938,0.018872566,FALSE,H__sapiens__2_-Hs:712602,7424,REPA3,RFA3_HUMAN
659,a,GO:0006260|GO:0032200|GO:0000725|GO:0022616|GO:0006283|GO:0006312|GO:0000724|GO:0006310|GO:0044786|GO:0006289|GO:0000723|GO:0006302|GO:0010833|GO:0060249|GO:0033260|GO:0032201|GO:0006261|GO:0000722|GO:0006271|GO:0006297,155.7921817,2.63935666,-70,0.002369668,55,0.333333333,0.088055069,ENSG00000105486,ENSP00000472331,3978,LIG1,-3.972490664,H__sapiens__2_-Hs:712415,result,2.188841202,NM_000234,NP_000225,0.018826484,FALSE,H__sapiens__2_-Hs:712415,2638,,P18858
666,a,GO:1901652|GO:0032606|GO:0018105|GO:0071375|GO:0043434|GO:0032868|GO:0006303|GO:0006302|GO:0005667|GO:0032479|GO:0032481|GO:0004674|GO:0032869|GO:0000726|GO:1901653|GO:0018209|GO:0001819,117.9409061,2.953906478,-80,0.002314815,47,0.333333333,0.069116357,ENSG00000253729,ENSP00000442177,5591,PRKDC,-4.086992197,H__sapiens__2_-Hs:755888,result,2.145922747,NM_006904,NP_008835,0.016789658,FALSE,H__sapiens__2_-Hs:755888,1716,XRCC7,PRKDC_HUMAN
668,a,,140.8947055,5.164646504,-85,0.00228833,35,0.333333333,0.052793402,ENSG00000182944,ENSP00000416171,2130,EWSR1,-4.120020351,H__sapiens__2_-Hs:724881,result,2.124463519,NM_013986,NP_053733,0.016244184,FALSE,H__sapiens__2_-Hs:724881,1664,EWS,Q01844
671,a,GO:0071214|GO:0048011|GO:0050852|GO:0034146|GO:0045088|GO:0038123|GO:0043255|GO:0045913|GO:0000271|GO:0034138|GO:0005976|GO:0034134|GO:0038093|GO:0045089|GO:0032881|GO:0032369|GO:0046890|GO:0016051|GO:0034142|GO:0032368|GO:0000976|GO:0032481|GO:0051091|GO:0000975|GO:0034162|GO:0050851|GO:0002429|GO:0044212|GO:0002755|GO:0002756|GO:0043565|GO:0032885|GO:0038095|GO:0002758|GO:0001067|GO:0038124|GO:0002218|GO:0019216|GO:0001819|GO:0071260|GO:0032606|GO:0034166|GO:0031349|GO:0038179|GO:0035666|GO:0002768|GO:0032479|GO:0006109|GO:0071496|GO:0002224|GO:0002221|GO:0009612,511.4298865,3.761812588,-50,0.002487562,77,0.5,0.092856869,ENSG00000109320,ENSP00000469340,4790,NFKB1,-4.204445448,H__sapiens__2_-Hs:712966,result,2.274678112,NM_003998,NP_003989,0.014929063,FALSE,H__sapiens__2_-Hs:712966,6080,NFKB-p50,P19838
673,a,GO:0003705|GO:0000981|GO:0034976|GO:0045598,117.0374802,3.29539464,-96,0.002232143,39,0.333333333,0.04329744,ENSG00000172216,ENSP00000305422,1051,CEBPB,-4.234698061,H__sapiens__2_-Hs:722685,result,2.077253219,NM_005194,NP_005185,0.014484183,FALSE,H__sapiens__2_-Hs:722685,1282,TCF5,P17676
674,a,GO:0050852|GO:0048011|GO:0034146|GO:0045088|GO:0044389|GO:0032088|GO:0038123|GO:0032386|GO:0034138|GO:1902593|GO:0034134|GO:0031625|GO:0038093|GO:0045089|GO:0046822|GO:0034142|GO:0032368|GO:0051091|GO:0032481|GO:0006606|GO:0043124|GO:0017038|GO:0034162|GO:1902532|GO:0050851|GO:1900180|GO:0002429|GO:0070201|GO:0002755|GO:0002756|GO:0051101|GO:0051223|GO:0038095|GO:0051098|GO:0002758|GO:0051059|GO:0051169|GO:0038124|GO:0051100|GO:0002218|GO:0001819|GO:0032606|GO:0031349|GO:0007249|GO:0034166|GO:0033157|GO:0038179|GO:0006913|GO:0045596|GO:0043122|GO:0035666|GO:0002768|GO:0032479|GO:0034504|GO:0051170|GO:0009266|GO:0002224|GO:0043392|GO:0042306|GO:0002221,136.9173963,3.336034596,-92,0.002252252,42,0.333333333,0.047965081,ENSG00000100906,ENSP00000451281,4792,NFKBIA,-3.748524577,H__sapiens__2_-Hs:711699,result,2.094420601,NM_020529,NP_065390,0.02355247,FALSE,H__sapiens__2_-Hs:711699,1676,NFKBI,P25963
676,a,GO:0009314|GO:0016605|GO:0016604|GO:0008022|GO:0010212,215.710044,2.481588722,-64,0.002403846,70,0.333333333,0.093442572,ENSG00000163781,ENSP00000458790,11073,TOPBP1,-4.329261865,H__sapiens__2_-Hs:720527,result,2.214592275,NM_007027,NP_008958,0.013177271,FALSE,H__sapiens__2_-Hs:720527,2840,TOP2BP1,TOPB1_HUMAN
677,a,GO:0051329|GO:0072331|GO:0051438|GO:1901991|GO:0071156|GO:0000086|GO:0044839|GO:1902400|GO:0004674|GO:1902402|GO:0034599|GO:0006979|GO:0016569|GO:0031570|GO:0010948|GO:0016570|GO:0051325|GO:0006260|GO:0030330|GO:0044774|GO:0051439|GO:0000077|GO:1901987|GO:0071241|GO:0007050|GO:0071158|GO:0048285|GO:0006977|GO:0010498|GO:1901988|GO:0072431|GO:0045786|GO:0000307|GO:1902403|GO:0000226|GO:0007098|GO:0048610|GO:0044783|GO:0007346|GO:0000075|GO:0072401|GO:0090068|GO:0031571|GO:0022403|GO:0051297|GO:0007126|GO:0031396|GO:0072422|GO:1901990|GO:0043161|GO:0031145|GO:0042770|GO:0000082|GO:0010035|GO:2000045|GO:0016604|GO:0031023|GO:0072395|GO:0000280|GO:0051340|GO:0007093|GO:0030332|GO:2000134|GO:0072413|GO:0044773|GO:0034614|GO:0044819|GO:0051321,333.0143215,2.250317191,-52,0.002475248,92,0.333333333,0.114211589,ENSG00000123374,ENSP00000452514,1017,CDK2,-4.195788464,H__sapiens__2_-Hs:714697,result,2.266094421,NM_052827,NP_439892,0.015058864,FALSE,H__sapiens__2_-Hs:714697,4760,,P24941
679,a,GO:0022616|GO:0006312|GO:0000723|GO:0000083|GO:0060249|GO:0003690|GO:0006298|GO:0006261|GO:0051054|GO:0000228|GO:0000082|GO:0006260|GO:0032200|GO:0006283|GO:0048015|GO:0071897|GO:0006310|GO:0044786|GO:0006289|GO:0010833|GO:0033260|GO:0043596|GO:0032201|GO:0030971|GO:0051052|GO:0043566|GO:0044454|GO:0048017|GO:0032404|GO:0000722|GO:0006271|GO:0005657|GO:0006297,711.4944706,2.485585999,-33,0.002597403,124,0.333333333,0.136740354,ENSG00000132646,ENSP00000368458,5111,PCNA,-4.348305471,H__sapiens__2_-Hs:715964,result,2.347639485,NM_182649,NP_872590,0.012928702,FALSE,H__sapiens__2_-Hs:715964,8588,,PCNA_HUMAN
680,a,GO:0006470|GO:0009314|GO:0016311,134.0953117,4.708030325,-86,0.002283105,35,0.333333333,0.052982397,ENSG00000170836,ENSP00000465168,8493,PPM1D,-0.157360697,H__sapiens__2_-Hs:722340,query,2.120171674,NM_003620,NP_003611,0.854395825,FALSE,H__sapiens__2_-Hs:722340,1608,Wip1,PPM1D_HUMAN
687,a,GO:0000781|GO:0044212|GO:0032508|GO:0006303|GO:0000784|GO:0044389|GO:0000723|GO:0043565|GO:0032392|GO:0060249|GO:0032993|GO:0003690|GO:0001067|GO:0031625|GO:0019043|GO:0000228|GO:0071103|GO:0001819|GO:0032606|GO:0032200|GO:0008022|GO:0006302|GO:0019042|GO:0032479|GO:0032481|GO:0000975|GO:0000726|GO:0043566|GO:0044454,327.1646541,2.999586501,-57,0.002444988,74,0.5,0.094733254,ENSG00000079246,ENSP00000401318,7520,XRCC5,-4.381569504,H__sapiens__2_-Hs:710742,result,2.244635193,NM_021141,NP_066964,0.012505715,FALSE,H__sapiens__2_-Hs:710742,4436,KUB2,XRCC5_HUMAN
689,a,GO:0071214|GO:0052548|GO:0010950|GO:0071453|GO:2001233|GO:0070482|GO:0006919|GO:0038034|GO:0052547|GO:0097202|GO:0043281|GO:2001236|GO:0031638|GO:0071260|GO:2001056|GO:2000116|GO:0010952|GO:0043068|GO:0043065|GO:0097192|GO:2001239|GO:0097191|GO:0071496|GO:0010942|GO:0043280|GO:0009612,309.3150032,2.809233095,-56,0.00245098,74,0.333333333,0.090202036,ENSG00000026103,ENSP00000425159,355,FAS,-4.453797554,H__sapiens__2_-Hs:709734,result,2.248927039,NM_152872,NP_690611,0.011634301,FALSE,H__sapiens__2_-Hs:709734,3718,TNFRSF6,TNR6_HUMAN
691,a,GO:0019787|GO:0004842|GO:0043240|GO:0031625|GO:0016881|GO:0016879|GO:0044389,88.65369966,2.667294701,-84,0.002277904,43,0.333333333,0.068863461,ENSG00000115392,ENSP00000441431,55120,FANCL,-4.459362876,H__sapiens__2_-Hs:713736,result,2.115879828,NM_018062,NP_060532,0.011569732,FALSE,H__sapiens__2_-Hs:713736,1360,Pog,Q9NW38
693,a,GO:0072655|GO:0007005,85.45156095,5.469278624,-98,0.002222222,26,0.333333333,0.037074656,ENSG00000113013,ENSP00000429475,3313,HSPA9,-4.467901666,H__sapiens__2_-Hs:713447,result,2.068669528,NM_004134,NP_004125,0.011471361,FALSE,H__sapiens__2_-Hs:713447,922,PBP74,P38646
695,a,GO:0000280|GO:0007127|GO:0007131|GO:0048285|GO:0007126|GO:0048610|GO:0006310|GO:0035825|GO:0051321,355.8681868,6.260983318,-66,0.002392344,49,0.5,0.071670549,ENSG00000182185,ENSP00000452044,5890,RAD51B,-4.476745463,H__sapiens__2_-Hs:724693,result,2.206008584,NM_133510,NP_598194,0.011370358,FALSE,H__sapiens__2_-Hs:724693,4024,REC2,RA51B_HUMAN
697,a,GO:0019787|GO:0004842|GO:0000209|GO:0031625|GO:0048545|GO:0003713|GO:0014070|GO:0016881|GO:0070979|GO:0016879|GO:0044389|GO:0033993,65.76928278,4.837098899,-92,0.002227171,25,0.333333333,0.040612314,ENSG00000185651,ENSP00000445931,7332,UBE2L3,-4.548504845,H__sapiens__2_-Hs:725597,result,2.072961373,NM_003347,NP_003338,0.010583016,FALSE,H__sapiens__2_-Hs:725597,754,UBCH7,UB2L3_HUMAN
699,a,GO:0035258|GO:0000790|GO:0044212|GO:0072331|GO:0097193|GO:0043516|GO:0051101|GO:0000785|GO:2001233|GO:2001242|GO:0005667|GO:0008630|GO:0051098|GO:0035257|GO:0001067|GO:0072332|GO:0016569|GO:0003713|GO:1901796|GO:0051100|GO:1902229|GO:0000228|GO:1902230|GO:0042770|GO:0051427|GO:2001021|GO:0016570|GO:0042771|GO:0003682|GO:2001234|GO:0043393|GO:0030330|GO:2001020|GO:0051091|GO:0055001|GO:0000975|GO:0032091|GO:0080135|GO:0050681|GO:0044454|GO:1902532|GO:0002039|GO:2001243|GO:0043392,345.3543432,4.427801533,-61,0.002421308,59,0.5,0.079392023,ENSG00000004487,ENSP00000473297,23028,KDM1A,-4.677345157,H__sapiens__2_-Hs:709326,result,2.227467811,NM_015013,NP_055828,0.009303681,FALSE,H__sapiens__2_-Hs:709326,4122,LSD1,O60341
700,a,GO:1901652|GO:0071375|GO:0043434|GO:0052742|GO:0032868|GO:0016303|GO:0035004|GO:0032869|GO:1901653|GO:0046488|GO:0036092|GO:0008286|GO:0006661,268.458539,6.118275454,-91,0.002252252,34,0.333333333,0.036095177,ENSG00000117461,ENSP00000439913,8503,PIK3R3,-3.696818243,H__sapiens__2_-Hs:714028,result,2.094420601,NM_003629,NP_003620,0.024802316,FALSE,H__sapiens__2_-Hs:714028,2980,,Q92569
704,a,GO:0048011|GO:0034146|GO:0051438|GO:0045088|GO:0031398|GO:0000086|GO:0044839|GO:0038123|GO:0004674|GO:0031098|GO:0034138|GO:0032869|GO:0034134|GO:0045089|GO:0038093|GO:0044344|GO:0071902|GO:0006260|GO:0008543|GO:0051439|GO:0034142|GO:0038127|GO:0071774|GO:0051081|GO:0034162|GO:1901653|GO:0010498|GO:0043405|GO:0071375|GO:0002755|GO:0030397|GO:0000226|GO:0007098|GO:0043434|GO:0048610|GO:0002756|GO:0032868|GO:0000083|GO:0051351|GO:0006998|GO:0038095|GO:0051403|GO:0002758|GO:0006997|GO:0051297|GO:0031396|GO:0038124|GO:0018209|GO:0007173|GO:0043161|GO:0007077|GO:0008286|GO:0031145|GO:0002218|GO:0000082|GO:1901652|GO:0018105|GO:0031349|GO:0034166|GO:0043410|GO:0038179|GO:0071900|GO:0031023|GO:0035666|GO:0002768|GO:0051340|GO:0002224|GO:0032147|GO:0002221,438.0709529,2.370410592,-46,0.002512563,101,0.5,0.119318131,ENSG00000170312,ENSP00000430665,983,CDK1,-4.695624605,H__sapiens__2_-Hs:722217,result,2.291845494,NM_033379,NP_203698,0.00913516,FALSE,H__sapiens__2_-Hs:722217,6662,CDC28A,P06493
705,a,GO:0070613|GO:0048011|GO:0061136|GO:1901991|GO:0032434|GO:0021766|GO:0044262|GO:0038093|GO:0044344|GO:0010948|GO:0051783|GO:0045732|GO:0014066|GO:0032436|GO:0050821|GO:0051439|GO:0022604|GO:0007067|GO:0071774|GO:1901992|GO:0048285|GO:0010498|GO:0050851|GO:0002429|GO:0040008|GO:0030162|GO:0031331|GO:0045926|GO:0051896|GO:0038095|GO:0090068|GO:0031396|GO:0043491|GO:0051271|GO:1901990|GO:0033673|GO:0051302|GO:0043161|GO:0000082|GO:0038179|GO:2000045|GO:0045596|GO:0001952|GO:0045787|GO:0000280|GO:0006469|GO:2000134|GO:0010721|GO:0010638|GO:0050852|GO:0051438|GO:0031398|GO:0010810|GO:0045936|GO:0007160|GO:0046488|GO:0051241|GO:0008543|GO:1901800|GO:1901987|GO:0051091|GO:0038127|GO:0031589|GO:0006470|GO:1902532|GO:1901988|GO:0045862|GO:0006661|GO:0045786|GO:0042787|GO:0030155|GO:0010812|GO:0007346|GO:0051351|GO:0031647|GO:0014065|GO:0042176|GO:0007173|GO:0042326|GO:0021761|GO:0031145|GO:0016311|GO:0045736|GO:0001933|GO:0007162|GO:0071900|GO:0010608|GO:0001953|GO:0048015|GO:1901989|GO:0010954|GO:0051785|GO:0002768|GO:0009896|GO:0010769|GO:0045840|GO:0071901|GO:0051340|GO:0000079|GO:0007088|GO:0048017|GO:0051129|GO:0010563|GO:0051348,438.7926657,5.617911266,-72,0.002358491,51,0.333333333,0.058944563,ENSG00000171862,ENSP00000361021,5728,PTEN,-0.249621511,H__sapiens__2_-Hs:722602,query,2.180257511,NM_000314,NP_000305,0.779095606,FALSE,H__sapiens__2_-Hs:722602,4882,PTEN1,PTEN_HUMAN
713,a,GO:0010638|GO:0030397|GO:0000226|GO:0051438|GO:0031398|GO:1901991|GO:0007346|GO:0000779|GO:0045931|GO:0000086|GO:0000075|GO:0044839|GO:0000794|GO:0051351|GO:0006998|GO:0032993|GO:0006997|GO:0031396|GO:1901990|GO:0043161|GO:0007077|GO:0000228|GO:0031145|GO:0010948|GO:0000082|GO:0010639|GO:0051439|GO:0019901|GO:1901987|GO:0007067|GO:0045787|GO:0000280|GO:0007093|GO:0051340|GO:0000793|GO:0051081|GO:0048285|GO:0044454|GO:0051129|GO:0010498|GO:1901988,430.3849646,1.963339734,-49,0.002493766,107,0.333333333,0.11611916,ENSG00000134057,ENSP00000426230,891,CCNB1,-4.717602791,H__sapiens__2_-Hs:716164,result,2.278969957,NM_031966,NP_114172,0.008936576,FALSE,H__sapiens__2_-Hs:716164,6218,CCNB,P14635
