SUID,annotation name,annotations,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Ensembl Gene ID,Ensembl Protein ID,Entrez Gene ID,gene name,log score,name,node type,Radiality unDir,RefSeq mRNA ID,RefSeq Protein ID,score,selected,shared name,Stress unDir,Synonym,Uniprot ID
723,a,GO:0006383|GO:0043565,177.153187,4.439051139,-77,0.002325581,43,0.333333333,0.059067046,ENSG00000143190,ENSP00000453094,5451,POU2F1,-4.728211539,H__sapiens__2_-Hs:717694,result,2.154506438,NM_002697,NP_002688,0.008842271,FALSE,H__sapiens__2_-Hs:717694,2088,OTF1,PO2F1_HUMAN
725,a,GO:0006260|GO:0071900|GO:0007346|GO:0019901|GO:0000086|GO:0044839|GO:0007067|GO:0000280|GO:0006470|GO:0000079|GO:0048285|GO:0007088|GO:0051302|GO:0016311|GO:0051783,192.6065661,3.327075407,-77,0.002314815,52,0.333333333,0.071304037,ENSG00000158402,ENSP00000427251,995,CDC25C,-4.872035248,H__sapiens__2_-Hs:719593,result,2.145922747,NM_022809,NP_073720,0.007657764,FALSE,H__sapiens__2_-Hs:719593,2616,PPP1R60,P30307
730,a,GO:0006260|GO:0071214|GO:0071900|GO:0071482|GO:0034644|GO:0019901|GO:0000086|GO:0044839|GO:0009314|GO:0000079|GO:0009416|GO:0009411|GO:0000082|GO:0071478,114.7731108,1.866586878,-75,0.002325581,61,0.333333333,0.082565621,ENSG00000164045,ENSP00000416483,993,CDC25A,-4.874941341,H__sapiens__2_-Hs:720614,result,2.154506438,NM_201567,NP_963861,0.007635542,FALSE,H__sapiens__2_-Hs:720614,1562,,P30304
733,a,GO:0000086|GO:0044839|GO:0000082,178.8105986,3.196924759,-75,0.00234192,54,0.333333333,0.080600188,ENSG00000166483,ENSP00000435945,7465,WEE1,-5.037649331,H__sapiens__2_-Hs:721278,result,2.167381974,NM_003390,NP_003381,0.006488984,FALSE,H__sapiens__2_-Hs:721278,2624,,WEE1_HUMAN
739,a,GO:0070613|GO:0010638|GO:0051438|GO:0061136|GO:0031398|GO:1901991|GO:0000779|GO:0032434|GO:0000086|GO:0044839|GO:0031648|GO:0004674|GO:0045936|GO:0000228|GO:0031570|GO:0010948|GO:0051783|GO:0032436|GO:0045732|GO:0043393|GO:1901800|GO:0010639|GO:0051439|GO:0019901|GO:0000077|GO:1901987|GO:0007067|GO:1901992|GO:0051081|GO:0048285|GO:0018210|GO:0044454|GO:0010498|GO:1901988|GO:0045862|GO:0045786|GO:0030162|GO:0030397|GO:0000226|GO:0007346|GO:0000075|GO:0031331|GO:0051351|GO:0000794|GO:0006998|GO:0051098|GO:0031647|GO:0032993|GO:0090068|GO:0006997|GO:0051297|GO:0031396|GO:0042176|GO:0018209|GO:0051302|GO:0033673|GO:1901990|GO:0043161|GO:0042326|GO:0007077|GO:0031145|GO:0045736|GO:0001933|GO:0018105|GO:0010608|GO:0071900|GO:1901989|GO:0031023|GO:0010954|GO:0051785|GO:0018107|GO:0009896|GO:0045787|GO:0045840|GO:0000280|GO:0071901|GO:0007093|GO:0051340|GO:0000079|GO:0000793|GO:0031572|GO:0006469|GO:0007088|GO:0051129|GO:0010563|GO:0051348,406.7555566,3.684314783,-54,0.002463054,73,0.333333333,0.105065997,ENSG00000166851,ENSP00000460266,5347,PLK1,-5.055817146,H__sapiens__2_-Hs:721363,result,2.25751073,NM_005030,NP_005021,0.006372158,FALSE,H__sapiens__2_-Hs:721363,5966,PLK,PLK1_HUMAN
747,a,GO:0045787|GO:0006470|GO:0090068|GO:0051302|GO:0045931|GO:0007346|GO:0000086|GO:0019901|GO:0044839|GO:0016311,122.9924815,3.67363084,-84,0.002293578,40,0.333333333,0.05579711,ENSG00000101224,ENSP00000405972,994,CDC25B,-5.058978492,H__sapiens__2_-Hs:711771,result,2.128755365,NM_021873,NP_068659,0.006352045,FALSE,H__sapiens__2_-Hs:711771,1606,,P30305
751,a,GO:0000307|GO:1902749|GO:0000785|GO:0007346|GO:0048144|GO:0045931|GO:0000086|GO:0071156|GO:0044839|GO:0004674|GO:0048145|GO:0042493|GO:0010389|GO:0090068|GO:1901990|GO:0071157|GO:0010948|GO:0000082|GO:1901989|GO:0031965|GO:1901987|GO:0007050|GO:0045787|GO:1901992|GO:0030332|GO:0045786|GO:0048146|GO:0005635,601.2188818,2.974910838,-43,0.002531646,102,0.333333333,0.121741317,ENSG00000135446,ENSP00000449725,1019,CDK4,-5.175565318,H__sapiens__2_-Hs:716420,result,2.30472103,NM_000075,NP_000066,0.00565302,FALSE,H__sapiens__2_-Hs:716420,7500,PSK-J3,P11802
755,a,GO:0004857|GO:0048011|GO:0002755|GO:0052548|GO:0034146|GO:0002756|GO:0045088|GO:0043154|GO:0030307|GO:0016049|GO:0038123|GO:0004674|GO:0051403|GO:0052547|GO:0002758|GO:0031098|GO:0034138|GO:0034134|GO:0043620|GO:0010466|GO:0038124|GO:0043281|GO:0045089|GO:0051346|GO:0002218|GO:0050867|GO:0031349|GO:0034166|GO:2000116|GO:0010608|GO:0038179|GO:0001558|GO:0035666|GO:0034142|GO:0010951|GO:0034162|GO:0050865|GO:0002224|GO:2000117|GO:0045927|GO:0040008|GO:0002221,296.3725118,5.856663171,-80,0.002309469,41,0.333333333,0.047080175,ENSG00000117676,ENSP00000436990,6195,RPS6KA1,-5.205140616,H__sapiens__2_-Hs:714065,result,2.141630901,NM_002953,NP_002944,0.005488279,FALSE,H__sapiens__2_-Hs:714065,2962,RSK1,Q15418
757,a,GO:0007006|GO:0070201|GO:0010638|GO:1902686|GO:1902110|GO:0097193|GO:0047485|GO:0010822|GO:1902108|GO:2001233|GO:0008637|GO:1901028|GO:0001844|GO:0032386|GO:1900739|GO:0035794|GO:0097345|GO:0007005|GO:0051204|GO:1900740|GO:0072655|GO:0046902|GO:0010821|GO:0090150|GO:0051205,209.2463684,4.567556464,-77,0.002320186,44,0.333333333,0.058532055,ENSG00000134308,ENSP00000398990,10971,YWHAQ,-5.205315548,H__sapiens__2_-Hs:716215,result,2.150214592,NM_006826,NP_006817,0.005487319,FALSE,H__sapiens__2_-Hs:716215,2278,14/03/2003,P27348
759,a,GO:0000307|GO:0030155|GO:0050680|GO:0007569|GO:0048144|GO:0001503|GO:0021766|GO:0048145|GO:0004674|GO:0007568|GO:0010810|GO:0030278|GO:0030099|GO:0007160|GO:0021761|GO:0000082|GO:0045785|GO:0090398|GO:0045596|GO:0050673|GO:0050678|GO:0007050|GO:0001952|GO:0031589|GO:0080135|GO:0032844|GO:0030332|GO:0001954|GO:0005524|GO:0045786|GO:0048146,254.3563007,2.835250298,-63,0.002409639,68,0.5,0.08644429,ENSG00000105810,ENSP00000397087,1021,CDK6,-5.207579531,H__sapiens__2_-Hs:712495,result,2.21888412,NM_001259,NP_001250,0.00547491,FALSE,H__sapiens__2_-Hs:712495,3186,PLSTIRE,Q00534
762,a,GO:0072331|GO:0090305|GO:0071156|GO:0008637|GO:0044839|GO:0016049|GO:0032386|GO:0043517|GO:0019207|GO:0051249|GO:1901798|GO:0046651|GO:0050821|GO:2001020|GO:0030308|GO:0070664|GO:0040008|GO:0033077|GO:0043280|GO:2000108|GO:0000785|GO:0051223|GO:0045926|GO:0097194|GO:0007568|GO:0010389|GO:0050864|GO:0051059|GO:0090068|GO:0051169|GO:0031396|GO:0000737|GO:0004860|GO:1900117|GO:1901990|GO:0033673|GO:0006308|GO:0000082|GO:0051168|GO:0033157|GO:0050863|GO:2001056|GO:0001558|GO:0007005|GO:0071887|GO:0001952|GO:0080135|GO:0006469|GO:0051052|GO:0000209|GO:0030291|GO:0006611|GO:0090399|GO:0004857|GO:0032944|GO:0042113|GO:0019210|GO:1902749|GO:0051438|GO:0000086|GO:0032943|GO:0032088|GO:0031648|GO:0019887|GO:0010810|GO:0097202|GO:0045936|GO:0007160|GO:2001022|GO:0071103|GO:0030330|GO:0043068|GO:0010952|GO:0046822|GO:0070661|GO:0019901|GO:1901987|GO:0007050|GO:0031589|GO:0006309|GO:0071158|GO:0042110|GO:0045786|GO:0030098|GO:0002683|GO:0070201|GO:0030155|GO:0052548|GO:0070663|GO:0043516|GO:0010812|GO:0010950|GO:0007569|GO:0046825|GO:0007346|GO:0000075|GO:0006338|GO:0016538|GO:0006919|GO:0052547|GO:0031647|GO:1901796|GO:0043281|GO:2000106|GO:0042326|GO:0031638|GO:0042770|GO:0045736|GO:0097285|GO:0001933|GO:0090398|GO:0007162|GO:2000116|GO:0010608|GO:0071900|GO:0001953|GO:0016604|GO:0006913|GO:0050670|GO:0050869|GO:0043065|GO:0071901|GO:0051340|GO:0000079|GO:0050865|GO:0010942|GO:0002694|GO:0010563|GO:0002039|GO:0002521|GO:0051348|GO:0042100,127.911634,3.150477557,-81,0.002309469,45,0.333333333,0.05861275,ENSG00000147889,ENSP00000468510,1029,CDKN2A,-4.694619228,H__sapiens__2_-Hs:718398,result,2.141630901,NM_058195,NP_478104,0.009144349,FALSE,H__sapiens__2_-Hs:718398,1698,p19Arf,Q8N726
764,a,GO:0030155|GO:0051897|GO:0032943|GO:0016303|GO:0051896|GO:0030168|GO:0014065|GO:0043491|GO:0046488|GO:0051241|GO:0071902|GO:0097529|GO:0071900|GO:0046651|GO:0043410|GO:0002250|GO:0048015|GO:0052742|GO:0070661|GO:0035004|GO:0042110|GO:0048017|GO:0044445|GO:0043405|GO:0006661|GO:0005942,81.47601048,3.696334386,-87,0.002262443,33,0.333333333,0.046340485,ENSG00000105851,ENSP00000419260,5294,PIK3CG,-5.219371087,H__sapiens__2_-Hs:712502,result,2.103004292,NM_002649,NP_002640,0.005410731,FALSE,H__sapiens__2_-Hs:712502,1090,,PK3CG_HUMAN
766,a,GO:0048011|GO:0052548|GO:0097193|GO:0010950|GO:0090305|GO:0097194|GO:0002520|GO:0006919|GO:0048872|GO:0052547|GO:0097202|GO:0043281|GO:0000737|GO:0030099|GO:0030097|GO:0006308|GO:0031638|GO:2000116|GO:2001056|GO:0038179|GO:0043068|GO:0010952|GO:0043065|GO:0048534|GO:0006309|GO:0010942|GO:0034612|GO:0043280,321.0876905,4.066906081,-70,0.002369668,58,0.333333333,0.068168933,ENSG00000164305,ENSP00000428929,836,CASP3,-5.233196826,H__sapiens__2_-Hs:720717,result,2.188841202,NM_032991,NP_116786,0.005336438,FALSE,H__sapiens__2_-Hs:720717,3650,Yama,P42574
768,a,GO:0019787|GO:0016881|GO:0044349|GO:0000718|GO:0006289|GO:0009314|GO:0009416|GO:0004842|GO:0009411|GO:0000209|GO:0006308|GO:0051865|GO:0016879|GO:0003684,338.6003403,4.152516948,-64,0.002403846,63,0.333333333,0.088586417,ENSG00000134574,ENSP00000367866,1643,DDB2,-5.24067264,H__sapiens__2_-Hs:716263,result,2.214592275,NM_000107,NP_000098,0.005296693,FALSE,H__sapiens__2_-Hs:716263,4418,UV-DDB2,Q92466
770,a,,95.84794078,5.12312159,-94,0.002242152,26,0.333333333,0.035923317,ENSG00000115129,ENSP00000389620,9540,TP53I3,-5.266215737,H__sapiens__2_-Hs:713681,result,2.08583691,NM_147184,NP_671713,0.005163112,FALSE,H__sapiens__2_-Hs:713681,1150,,QORX_HUMAN
772,a,GO:0001558|GO:0040008|GO:0045926|GO:0016049|GO:0030308,99.85180737,4.35373604,-93,0.002247191,31,0.333333333,0.047401717,ENSG00000149547,ENSP00000436130,9538,EI24,-5.274916967,H__sapiens__2_-Hs:718593,result,2.090128755,NM_004879,NP_004870,0.005118382,FALSE,H__sapiens__2_-Hs:718593,1228,TP53I8,O14681
774,a,GO:0032993|GO:0000793|GO:0065004|GO:0071824|GO:0044454|GO:0000785|GO:0000779|GO:0000228|GO:0000794,117.947455,4.527187469,-90,0.002237136,34,0.333333333,0.044542505,ENSG00000145241,ENSP00000426078,1060,CENPC,-5.310080443,H__sapiens__2_-Hs:718031,result,2.081545064,NM_001812,NP_001803,0.004941529,FALSE,H__sapiens__2_-Hs:718031,1418,MIF2,Q03188
777,a,GO:0000075,131.8518532,4.516372503,-86,0.002283105,35,0.333333333,0.047618775,ENSG00000138764,ENSP00000426476,901,CCNG2,-5.250853534,H__sapiens__2_-Hs:717084,result,2.120171674,NM_004354,NP_004345,0.005243041,FALSE,H__sapiens__2_-Hs:717084,1596,,Q16589
779,a,GO:0000075|GO:0000082,95.36296106,3.185364158,-82,0.002298851,41,0.333333333,0.063884179,ENSG00000175305,ENSP00000430875,9134,CCNE2,-5.324315875,H__sapiens__2_-Hs:723318,result,2.13304721,NM_057749,NP_477097,0.004871683,FALSE,H__sapiens__2_-Hs:723318,1366,CYCE2,O96020
786,aa,GO:0060389|GO:0032388|GO:0005667|GO:0060021|GO:0010862|GO:0016049|GO:0032386|GO:0010720|GO:0060393|GO:0030509|GO:1902593|GO:0010770|GO:0046824|GO:0071634|GO:0070411|GO:0071604|GO:0010717|GO:0007184|GO:0046822|GO:0000976|GO:2000736|GO:0001837|GO:0022604|GO:0001666|GO:0030308|GO:0006606|GO:0042307|GO:0000975|GO:0017038|GO:0090316|GO:0048863|GO:1900180|GO:0005057|GO:0040008|GO:0007183|GO:0010718|GO:0070201|GO:0007179|GO:0044212|GO:0090100|GO:0051223|GO:0043565|GO:0070482|GO:0045926|GO:0007178|GO:0030511|GO:0001067|GO:0051169|GO:0051222|GO:0042176|GO:0090092|GO:0006367|GO:0017015|GO:0033157|GO:0006352|GO:0001558|GO:0006913|GO:0009895|GO:0010769|GO:0005072|GO:0060390|GO:0034504|GO:0051170|GO:0071560|GO:0046332|GO:0060391|GO:0090287|GO:0036293|GO:0042306|GO:0071559,674.4477786,3.997826049,-45,0.002518892,85,0.333333333,0.103660567,ENSG00000141646,ENSP00000468611,4089,SMAD4,-5.332774715,H__sapiens__2_-Hs:717511,result,2.296137339,NM_005359,NP_005350,0.004830648,FALSE,H__sapiens__2_-Hs:717511,7836,MADH4,SMAD4_HUMAN
789,aa,GO:0045787|GO:0000307|GO:0000079|GO:0071900|GO:0045737|GO:0019901|GO:0071902,219.7658862,3.248040701,-68,0.002380952,59,0.333333333,0.076312233,ENSG00000112576,ENSP00000426212,896,CCND3,-5.33854869,H__sapiens__2_-Hs:713395,result,2.197424893,NM_001760,NP_001751,0.004802836,FALSE,H__sapiens__2_-Hs:713395,2962,,P30281
791,a,GO:0070613|GO:0030162|GO:0042176|GO:0061136|GO:0010498,90.59064388,3.979700789,-93,0.002237136,31,0.333333333,0.036967959,ENSG00000144747,ENSP00000438706,7110,TMF1,-5.345111897,H__sapiens__2_-Hs:717974,result,2.081545064,NM_007114,NP_009045,0.004771417,FALSE,H__sapiens__2_-Hs:717974,1066,TMF,TMF1_HUMAN
794,a,GO:0006383|GO:0048011|GO:0051251|GO:0016049|GO:0004674|GO:0032869|GO:0038093|GO:0031330|GO:0044344|GO:0008543|GO:0051249|GO:0002696|GO:0046890|GO:0031669|GO:0001666|GO:0038127|GO:0000975|GO:0071774|GO:0045834|GO:0042110|GO:1901653|GO:0009991|GO:0036294|GO:0010506|GO:0071375|GO:0006359|GO:0044212|GO:0043434|GO:0032868|GO:0071453|GO:0043565|GO:0070482|GO:0031668|GO:0038095|GO:0001067|GO:0018209|GO:0007173|GO:0008286|GO:0019216|GO:1901652|GO:0050867|GO:0018105|GO:0071456|GO:0050863|GO:0038179|GO:0010608|GO:0016604|GO:0048015|GO:0009895|GO:0002768|GO:0006914|GO:0046777|GO:0050870|GO:0016605|GO:0031667|GO:0010507|GO:0050865|GO:0071496|GO:0048017|GO:0002694|GO:0044445|GO:0036293|GO:0005942,231.097175,3.527952982,-74,0.00234192,50,0.333333333,0.056901939,ENSG00000198793,ENSP00000398745,2475,MTOR,-5.354873291,H__sapiens__2_-Hs:727563,result,2.167381974,NM_004958,NP_004949,0.004725068,FALSE,H__sapiens__2_-Hs:727563,2532,RAPT1,P42345
796,a,GO:0048011|GO:0071214|GO:0052548|GO:0097193|GO:0034644|GO:0010950|GO:0008630|GO:0002520|GO:0006919|GO:0038095|GO:0052547|GO:0008047|GO:0009314|GO:0009416|GO:0097202|GO:0009411|GO:0043281|GO:0030099|GO:0038093|GO:0007173|GO:0030097|GO:0044344|GO:0042770|GO:0031638|GO:0071478|GO:0008543|GO:2000116|GO:2001056|GO:0038179|GO:0071482|GO:0048015|GO:0043068|GO:0010952|GO:0019901|GO:2001020|GO:0002768|GO:0043065|GO:0048534|GO:0038127|GO:0080135|GO:0071774|GO:0010942|GO:0048017|GO:0044445|GO:0043280,71.90300165,4.368696146,-98,0.002207506,26,0.333333333,0.033786718,ENSG00000132906,ENSP00000449584,842,CASP9,-4.987141525,H__sapiens__2_-Hs:716013,result,2.055793991,NM_032996,NP_127463,0.006825146,FALSE,H__sapiens__2_-Hs:716013,796,PPP1R56,P55211
798,a,,86.56081483,8.899386216,-136,0.00204918,14,0.333333333,0.013752646,ENSG00000181790,ENSP00000430945,575,BAI1,-5.356787897,H__sapiens__2_-Hs:724607,result,1.905579399,NM_001702,NP_001693,0.00471603,FALSE,H__sapiens__2_-Hs:724607,998,,O14514
799,a,GO:0000790|GO:0030509|GO:0006352|GO:0044454|GO:0000785|GO:0071773|GO:0001503|GO:0000228|GO:0071772|GO:0006367|GO:0007178,21.97653633,6.741282286,-120,0.00203666,11,0.333333333,0.015332638,ENSG00000124813,ENSP00000461357,860,RUNX2,-5.097415401,H__sapiens__2_-Hs:714915,result,1.892703863,NM_004348,NP_004339,0.006112525,FALSE,H__sapiens__2_-Hs:714915,240,PEBP2aA1,RUNX2_HUMAN
801,a,GO:0019787|GO:0006260|GO:0004842|GO:0000209|GO:0006261|GO:0016881|GO:1902532|GO:0010498|GO:0070936|GO:0043161|GO:0016879|GO:0000082,47.90213773,6.121575983,-135,0.001956947,14,0.333333333,0.01451023,ENSG00000099804,ENSP00000476207,997,CDC34,-5.116412851,H__sapiens__2_-Hs:711410,result,1.806866953,NM_004359,NP_004350,0.005997498,FALSE,H__sapiens__2_-Hs:711410,510,UBE2R1,UB2R1_HUMAN
803,a,GO:0048659|GO:0014904|GO:0001933|GO:0014812|GO:0043068|GO:0033002|GO:0014909|GO:0043065|GO:0014910|GO:0055001|GO:0008047|GO:0045936|GO:0048660|GO:0051271|GO:0010942|GO:0019838|GO:0010563|GO:0042326,46.9243784,3.182863124,-96,0.002232143,26,0.333333333,0.031515856,ENSG00000146674,ENSP00000399116,3486,IGFBP3,-5.362901509,H__sapiens__2_-Hs:718231,result,2.077253219,NM_001013398,NP_001013416,0.004687286,FALSE,H__sapiens__2_-Hs:718231,744,IBP3,P17936
804,a,GO:0010638|GO:0048011|GO:0072593|GO:0043551|GO:2000147|GO:0001655|GO:2000379|GO:0014909|GO:0072111|GO:0051054|GO:0038093|GO:0046488|GO:0043550|GO:0051272|GO:0044344|GO:0071902|GO:0051783|GO:0048659|GO:0008543|GO:0014066|GO:0019901|GO:0007067|GO:0038127|GO:0055001|GO:0071774|GO:0048661|GO:0048285|GO:0045834|GO:0048660|GO:0040017|GO:0043552|GO:0043405|GO:0001568|GO:0014812|GO:0048520|GO:0007346|GO:0050921|GO:0038095|GO:0090218|GO:0090068|GO:0014065|GO:0030335|GO:0051302|GO:0007173|GO:0048514|GO:0019216|GO:0050920|GO:0016311|GO:0043410|GO:0038179|GO:0071900|GO:0072215|GO:0048015|GO:0071897|GO:0051785|GO:0033002|GO:0002768|GO:0046777|GO:0001525|GO:0045787|GO:0045840|GO:0000280|GO:0014910|GO:0051052|GO:0007088|GO:2000377|GO:0048017|GO:0019838,245.4159712,4.18691724,-84,0.002262443,44,0.333333333,0.044626119,ENSG00000113721,ENSP00000430715,5159,PDGFRB,-4.813324565,H__sapiens__2_-Hs:713534,result,2.103004292,NM_002609,NP_002600,0.008120817,FALSE,H__sapiens__2_-Hs:713534,2808,PDGFR1,PGFRB_HUMAN
806,a,GO:0000790|GO:0044212|GO:0018394|GO:0008080|GO:0006474|GO:0000785|GO:0071453|GO:0033613|GO:0043565|GO:0070482|GO:0001102|GO:0043618|GO:0001067|GO:0043620|GO:0016569|GO:0003713|GO:0000228|GO:0006473|GO:0006367|GO:0001819|GO:0018205|GO:0001085|GO:0018393|GO:0016570|GO:0006475|GO:0032606|GO:0004402|GO:0071456|GO:0031365|GO:0006352|GO:0007219|GO:0000981|GO:0016604|GO:0061418|GO:0043543|GO:0016573|GO:0000976|GO:0032479|GO:0001666|GO:0032481|GO:0000975|GO:0016410|GO:0044454|GO:0036294|GO:0016407|GO:0002039|GO:0036293,339.2649909,2.630565659,-59,0.00243309,78,0.333333333,0.079814413,ENSG00000005339,ENSP00000461002,1387,CREBBP,-5.369522852,H__sapiens__2_-Hs:709366,result,2.236051502,NM_004380,NP_004371,0.004656353,FALSE,H__sapiens__2_-Hs:709366,3876,RSTS,Q92793
808,a,GO:0004857|GO:0070613|GO:0052547|GO:0030162|GO:0052548|GO:0010466|GO:0010951|GO:0051346,32.85210945,3.517509022,-115,0.002141328,19,0.333333333,0.023363427,ENSG00000206075,ENSP00000467158,5268,SERPINB5,-5.379633466,H__sapiens__2_-Hs:730293,result,1.995708155,NM_002639,NP_002630,0.004609511,FALSE,H__sapiens__2_-Hs:730293,424,PI5,SPB5_HUMAN
810,a,GO:0010638|GO:1902686|GO:0090305|GO:0051402|GO:2001233|GO:0008637|GO:0008630|GO:0019867|GO:2001235|GO:0046982|GO:0032386|GO:0097202|GO:0051054|GO:0090199|GO:2001244|GO:0043254|GO:0043393|GO:0043068|GO:0010952|GO:0070227|GO:0050853|GO:0097192|GO:0032091|GO:0006309|GO:0046902|GO:0048285|GO:0043525|GO:0051259|GO:0051881|GO:0050851|GO:0031968|GO:0002429|GO:0043280|GO:1901216|GO:0007006|GO:0070997|GO:1902110|GO:0052548|GO:0032469|GO:0097193|GO:0032459|GO:0010822|GO:0010950|GO:0009636|GO:1901214|GO:0034976|GO:1902108|GO:2001242|GO:1901028|GO:0031331|GO:0032461|GO:0097194|GO:0005741|GO:0006919|GO:0051098|GO:0052547|GO:0038034|GO:0043523|GO:0000737|GO:0043281|GO:1900117|GO:0051100|GO:0006308|GO:0031638|GO:0097285|GO:0090200|GO:0035794|GO:0031334|GO:0001836|GO:2000116|GO:2001056|GO:0097345|GO:0007005|GO:0070059|GO:0002768|GO:0071887|GO:0009896|GO:0043065|GO:0080135|GO:0010821|GO:0051052|GO:0097191|GO:0010942,245.3176846,3.864005314,-71,0.002364066,52,0.333333333,0.06490076,ENSG00000087088,ENSP00000441413,581,BAX,-5.389046887,H__sapiens__2_-Hs:711011,result,2.184549356,NM_138764,NP_620119,0.004566323,FALSE,H__sapiens__2_-Hs:711011,2642,BCL2L4,Q07812
812,a,GO:0006998|GO:0051081|GO:0030397|GO:0006997|GO:0000086|GO:0007077|GO:0044839,152.6065096,2.371024304,-70,0.002369668,61,0.333333333,0.084780096,ENSG00000157456,ENSP00000453685,9133,CCNB2,-5.414489087,H__sapiens__2_-Hs:719488,result,2.188841202,NM_004701,NP_004692,0.004451612,FALSE,H__sapiens__2_-Hs:719488,2318,HsT17299,O95067
829,a,GO:0031396|GO:0031398,302.9156337,3.242270617,-57,0.002439024,70,0.333333333,0.104940702,ENSG00000140525,ENSP00000458024,55215,FANCI,-5.420807692,H__sapiens__2_-Hs:717339,result,2.240343348,NM_018193,NP_060663,0.004423572,FALSE,H__sapiens__2_-Hs:717339,3916,KIAA1794,Q9NVI1
845,a,GO:0010638|GO:1902686|GO:0072331|GO:0072593|GO:2001233|GO:0008637|GO:0002260|GO:0019867|GO:0045913|GO:0044262|GO:2001235|GO:0048872|GO:0001844|GO:0032386|GO:0090199|GO:2001236|GO:0043517|GO:2001022|GO:1901798|GO:2001244|GO:0030330|GO:0043254|GO:0043068|GO:0010952|GO:2001020|GO:0031669|GO:0051204|GO:0001666|GO:0046902|GO:0014070|GO:0009991|GO:1902041|GO:0090150|GO:0036294|GO:0051259|GO:0010498|GO:0051881|GO:0010675|GO:0031968|GO:0051205|GO:0043280|GO:0007006|GO:0070201|GO:1902110|GO:0052548|GO:0097193|GO:0043516|GO:0032459|GO:0010822|GO:0010950|GO:0071453|GO:1902108|GO:2001242|GO:0070482|GO:1901028|GO:2001238|GO:0032461|GO:0031668|GO:0005741|GO:0052547|GO:0010907|GO:1900739|GO:0072332|GO:1901796|GO:0043281|GO:0042770|GO:0090200|GO:0031334|GO:0035794|GO:0001836|GO:0071456|GO:2000116|GO:2001056|GO:0043029|GO:0097345|GO:0007005|GO:1900740|GO:0043065|GO:0001776|GO:0051607|GO:0080135|GO:0072655|GO:0031667|GO:0010821|GO:0006109|GO:0097191|GO:0071496|GO:0010942|GO:0008625|GO:0036293,147.7802841,3.584214999,-75,0.00234192,45,0.333333333,0.067229332,ENSG00000141682,ENSP00000326119,5366,PMAIP1,-5.42830947,H__sapiens__2_-Hs:717516,result,2.167381974,NM_021127,NP_066950,0.004390512,FALSE,H__sapiens__2_-Hs:717516,1972,NOXA,Q13794
847,a,GO:0000083|GO:0000082,124.8558766,4.153198733,-86,0.002283105,39,0.333333333,0.066814356,ENSG00000171848,ENSP00000419177,6241,RRM2,-5.432440613,H__sapiens__2_-Hs:722596,result,2.120171674,NM_001165931,NP_001159403,0.004372411,FALSE,H__sapiens__2_-Hs:722596,1754,,RIR2_HUMAN
852,a,,248.0749091,3.432692317,-63,0.002409639,62,0.333333333,0.095693596,ENSG00000076248,ENSP00000440784,7374,UNG,-5.432570836,H__sapiens__2_-Hs:710627,result,2.21888412,NM_080911,NP_550433,0.004371842,FALSE,H__sapiens__2_-Hs:710627,3222,UNG1,UNG_HUMAN
